reviewer,vote,hotel,city,nation
 Andrea P,6.0,Suite Duomo B&B,Via G Frigimelica 20,Italia
 dsmbr,6.0,Suite Duomo B&B,Via G Frigimelica 20,Italia
 MaryeAlf,2.0,Suite Duomo B&B,Via G Frigimelica 20,Italia
 Andrea B,10.0,Suite Duomo B&B,Via G Frigimelica 20,Italia
Nikki H,8.0,Il Bello 2016,Siena,Italia
 Francesca D,8.0,Il Bello 2016,Siena,Italia
 lauraisabellon,2.0,Il Bello 2016,Siena,Italia
Davide,8.0,Hotel Filippo,Via Santa Chiara 15,Italia
 Delia12345,8.0,Hotel Filippo,Via Santa Chiara 15,Italia
 Saverio S,8.0,Hotel Filippo,Via Santa Chiara 15,Italia
 Fausto P,8.0,Hotel Filippo,Via Santa Chiara 15,Italia
 Lorena F,10.0,Hotel Filippo,Via Santa Chiara 15,Italia
Viaggiatore_11211,2.0,B&B Center Viale,Viale Vittorio Emanuele II 26,Italia
 Mar P,2.0,B&B Center Viale,Viale Vittorio Emanuele II 26,Italia
marco m,8.0,Lu Striglioni, Olbia,Italia
 fabsil2013,10.0,Lu Striglioni, Olbia,Italia
 valuttina,10.0,Lu Striglioni, Olbia,Italia
 Pamela B,10.0,Lu Striglioni, Olbia,Italia
Patty0517,10.0,Ambienthotel Luna Rossa,Malcesine,Italia
 chiccoviaggia,10.0,Ambienthotel Luna Rossa,Malcesine,Italia
 Alessandro B,10.0,Ambienthotel Luna Rossa,Malcesine,Italia
 InEuterpe,10.0,Ambienthotel Luna Rossa,Malcesine,Italia
 sara_sarasl,8.0,Ambienthotel Luna Rossa,Malcesine,Italia
hermione72,8.0,Residence Caterina,Via Bologna 25,Italia
 Alessandro,10.0,Residence Caterina,Via Bologna 25,Italia
 Barbara O,8.0,Residence Caterina,Via Bologna 25,Italia
 paola g,10.0,Residence Caterina,Via Bologna 25,Italia
 Chiara B,8.0,Residence Caterina,Via Bologna 25,Italia
icarop5,10.0,Hotel Cà d'Oro, 30028 Bibione,Italia
 Nicola,10.0,Hotel Cà d'Oro, 30028 Bibione,Italia
 MikeSampXX,10.0,Hotel Cà d'Oro, 30028 Bibione,Italia
 Francesco Masseti,8.0,Hotel Cà d'Oro, 30028 Bibione,Italia
 Massimiliano Parolin,10.0,Hotel Cà d'Oro, 30028 Bibione,Italia
Massimo D,8.0,Garni Hotel Concordia,Gardena,Italia
 Stefano,10.0,Garni Hotel Concordia,Gardena,Italia
 Massimiliano S,10.0,Garni Hotel Concordia,Gardena,Italia
 Giuliano A,10.0,Garni Hotel Concordia,Gardena,Italia
 Stefyenol2012,10.0,Garni Hotel Concordia,Gardena,Italia
Paolo S,10.0,B&B Villa di Giorgi, Cefalù,Italia
 Creaincasa,10.0,B&B Villa di Giorgi, Cefalù,Italia
 Giuseppe C,10.0,B&B Villa di Giorgi, Cefalù,Italia
 chiara p,10.0,B&B Villa di Giorgi, Cefalù,Italia
 antonio f,6.0,B&B Villa di Giorgi, Cefalù,Italia
giovanna d,10.0,Il Giardino,Via Vittorio Emanuele 103,Italia
 ccristina2015,10.0,Il Giardino,Via Vittorio Emanuele 103,Italia
 19Koala83,8.0,Il Giardino,Via Vittorio Emanuele 103,Italia
 NiclaIacovino,8.0,Il Giardino,Via Vittorio Emanuele 103,Italia
 FulviaMs,10.0,Il Giardino,Via Vittorio Emanuele 103,Italia
loretodifina,10.0,Hotel Solaia,Castelrotto,Italia
 tiziana m,10.0,Hotel Solaia,Castelrotto,Italia
 Gianni,10.0,Hotel Solaia,Castelrotto,Italia
 marianna1919,10.0,Hotel Solaia,Castelrotto,Italia
 Pietro V,6.0,Hotel Solaia,Castelrotto,Italia
chiarastrada,10.0,Hotel Marcus,Marina,Italia
 Andrea,10.0,Hotel Marcus,Marina,Italia
 serenav1402,8.0,Hotel Marcus,Marina,Italia
 Jab,10.0,Hotel Marcus,Marina,Italia
 Gianluca G,10.0,Hotel Marcus,Marina,Italia
Stefania F,10.0,Tenuta i quattro venti,Otranto,Italia
 Gabriela H,10.0,Tenuta i quattro venti,Otranto,Italia
 quellichealfonso,10.0,Tenuta i quattro venti,Otranto,Italia
 manuebasta,10.0,Tenuta i quattro venti,Otranto,Italia
 giuseppezuccaretti,10.0,Tenuta i quattro venti,Otranto,Italia
manuela l,8.0,Hotel Garni Italia,Livigno,Italia
 Marfi69,8.0,Hotel Garni Italia,Livigno,Italia
 Gorgonya,10.0,Hotel Garni Italia,Livigno,Italia
 Alfio06,8.0,Hotel Garni Italia,Livigno,Italia
 MyVacation73,8.0,Hotel Garni Italia,Livigno,Italia
123tinata,10.0,Villa Florida,Malcesine,Italia
 Ironcri23,10.0,Villa Florida,Malcesine,Italia
 VeneziaElaine,10.0,Villa Florida,Malcesine,Italia
Michele D,10.0,Bait Dal Canton,Livigno,Italia
 Mattia T,8.0,Bait Dal Canton,Livigno,Italia
Davimito,10.0,Pensione Mena, 80075 Forio,Italia
 Salvatore D,10.0,Pensione Mena, 80075 Forio,Italia
 francifdm,10.0,Pensione Mena, 80075 Forio,Italia
Matteo,10.0,Hotel Maritan,Padova,Italia
 michele v,8.0,Hotel Maritan,Padova,Italia
 Michela M,6.0,Hotel Maritan,Padova,Italia
 Vanessa V,10.0,Hotel Maritan,Padova,Italia
 lemazetdelatour,6.0,Hotel Maritan,Padova,Italia
palagm,6.0,Hotel Terranova, Olbia,Italia
 1948rf,4.0,Hotel Terranova, Olbia,Italia
 FilippoPau,8.0,Hotel Terranova, Olbia,Italia
 Daniele S,8.0,Hotel Terranova, Olbia,Italia
 Valeentina,6.0,Hotel Terranova, Olbia,Italia
Foncs,8.0,Agriturismo Casanova,Gubbio,Italia
 Marco B,8.0,Agriturismo Casanova,Gubbio,Italia
 Matteo,8.0,Agriturismo Casanova,Gubbio,Italia
 nursegiulia,10.0,Agriturismo Casanova,Gubbio,Italia
sde67,10.0,Agriturismo Borgo del Molinello, 53045 Sant'Albino,Italia
 vidmer1972,10.0,Agriturismo Borgo del Molinello, 53045 Sant'Albino,Italia
 Livio C,10.0,Agriturismo Borgo del Molinello, 53045 Sant'Albino,Italia
 LucianoDAndrea,10.0,Agriturismo Borgo del Molinello, 53045 Sant'Albino,Italia
 Anna F,10.0,Agriturismo Borgo del Molinello, 53045 Sant'Albino,Italia
carlo de francescji,10.0,B&B Tagliamento 28,Mestre,Italia
 Bibi44600,10.0,B&B Tagliamento 28,Mestre,Italia
 Giulia F,10.0,B&B Tagliamento 28,Mestre,Italia
 Vincenzo L,10.0,B&B Tagliamento 28,Mestre,Italia
Fabrizio B,8.0,Villa Gilda, 80075 Forio,Italia
 Manuela,6.0,Villa Gilda, 80075 Forio,Italia
 Rosario M,10.0,Villa Gilda, 80075 Forio,Italia
 The gang o,8.0,Villa Gilda, 80075 Forio,Italia
 Marco B,8.0,Villa Gilda, 80075 Forio,Italia
Valeria V,10.0,B&B Corte Callegari,Ravenna,Italia
 Cristina C,10.0,B&B Corte Callegari,Ravenna,Italia
 esperienze di vacanze e lavoro,8.0,B&B Corte Callegari,Ravenna,Italia
 simone m,10.0,B&B Corte Callegari,Ravenna,Italia
 Isaghost,10.0,B&B Corte Callegari,Ravenna,Italia
Lady1717,6.0,Soleluna Messina, Messina,Italia
 Francesco C,6.0,Soleluna Messina, Messina,Italia
Giuseppe S,6.0,B&B Le Rose, 84048 Santa Maria di Castellabate,Italia
Giorgia G,10.0,Casa Nino Scopello, Castellammare del Golfo,Italia
 Rolf G,8.0,Casa Nino Scopello, Castellammare del Golfo,Italia
 Carla N,10.0,Casa Nino Scopello, Castellammare del Golfo,Italia
 maktub2013,8.0,Casa Nino Scopello, Castellammare del Golfo,Italia
 samarcanda,8.0,Casa Nino Scopello, Castellammare del Golfo,Italia
Grifonerosso,8.0,Hotel Federia,Livigno,Italia
 Massimiliano N,10.0,Hotel Federia,Livigno,Italia
 Franco Giacomin,8.0,Hotel Federia,Livigno,Italia
 62DONATELLA,6.0,Hotel Federia,Livigno,Italia
 CristinaR21869,8.0,Hotel Federia,Livigno,Italia
Vanessabuda,10.0,Il Giardino di Mattia,Parma,Italia
 fabrizio s,10.0,Il Giardino di Mattia,Parma,Italia
 supernamaste,10.0,Il Giardino di Mattia,Parma,Italia
 FabioMK,10.0,Il Giardino di Mattia,Parma,Italia
 Marta T,10.0,Il Giardino di Mattia,Parma,Italia
sangiuseppe19,8.0,Residenza Prestige Tropea Bed and Breakfast,Tropea,Italia
 Luke,10.0,Residenza Prestige Tropea Bed and Breakfast,Tropea,Italia
 Matteo G,8.0,Residenza Prestige Tropea Bed and Breakfast,Tropea,Italia
 Cinzia A,10.0,Residenza Prestige Tropea Bed and Breakfast,Tropea,Italia
 Jessyjey,10.0,Residenza Prestige Tropea Bed and Breakfast,Tropea,Italia
Salvatore S,10.0,Villa Le Mattine,Via Mattine snc,Italia
 fabio b,10.0,Villa Le Mattine,Via Mattine snc,Italia
 CAJECAB,10.0,Villa Le Mattine,Via Mattine snc,Italia
 Salvatore S,10.0,Villa Le Mattine,Via Mattine snc,Italia
 rizieria,10.0,Villa Le Mattine,Via Mattine snc,Italia
Valerio T,10.0,Malvy B&B,Tronto,Italia
fedekika21,2.0,B&B Puglia, Taormina,Italia
 Giulia F,4.0,B&B Puglia, Taormina,Italia
 674luca,6.0,B&B Puglia, Taormina,Italia
 Benedetto G,8.0,B&B Puglia, Taormina,Italia
Demetrio C,10.0,Apulia 70 Holidays,Via Arcidiacono Pellegrini 32,Italia
 Franco,10.0,Apulia 70 Holidays,Via Arcidiacono Pellegrini 32,Italia
 Giovanni C,10.0,Apulia 70 Holidays,Via Arcidiacono Pellegrini 32,Italia
 domenico,10.0,Apulia 70 Holidays,Via Arcidiacono Pellegrini 32,Italia
 matilda wapner,10.0,Apulia 70 Holidays,Via Arcidiacono Pellegrini 32,Italia
Elisa D,10.0,Hotel Garni Rin da Rin,Livigno,Italia
 Susiugo,10.0,Hotel Garni Rin da Rin,Livigno,Italia
 Mara,8.0,Hotel Garni Rin da Rin,Livigno,Italia
 vanezano86,6.0,Hotel Garni Rin da Rin,Livigno,Italia
 PATRIZIA C,8.0,Hotel Garni Rin da Rin,Livigno,Italia
rita m,10.0,Il Sole Del Mediterraneo, Noto,Italia
 Pippop81,8.0,Il Sole Del Mediterraneo, Noto,Italia
 giacco96,8.0,Il Sole Del Mediterraneo, Noto,Italia
 Beatrice Bicetti,10.0,Il Sole Del Mediterraneo, Noto,Italia
 Vale M,8.0,Il Sole Del Mediterraneo, Noto,Italia
Matteo1804,10.0,Hotel Italy, 30028 Bibione,Italia
 allegragioiosa,6.0,Hotel Italy, 30028 Bibione,Italia
 Vanja G,10.0,Hotel Italy, 30028 Bibione,Italia
 Mihaela I,10.0,Hotel Italy, 30028 Bibione,Italia
 Barbara M,2.0,Hotel Italy, 30028 Bibione,Italia
ALESSIOTIZIANA,8.0,Casa Mandorlo e Casa Ulivo Cefalu, Cefalù,Italia
 maxcirillo1974,2.0,Casa Mandorlo e Casa Ulivo Cefalu, Cefalù,Italia
 DAdati,4.0,Casa Mandorlo e Casa Ulivo Cefalu, Cefalù,Italia
Domenico,6.0,3 Balate Resort, Modica,Italia
 ElenaS,10.0,3 Balate Resort, Modica,Italia
 Francesco F,2.0,3 Balate Resort, Modica,Italia
 Marinella M,10.0,3 Balate Resort, Modica,Italia
 Blu1969,4.0,3 Balate Resort, Modica,Italia
Andrea C.,10.0,BeB Cerchio,Ravenna,Italia
 Luciano S,8.0,BeB Cerchio,Ravenna,Italia
 Chiara C,4.0,BeB Cerchio,Ravenna,Italia
 Camilla L,4.0,BeB Cerchio,Ravenna,Italia
 Angelo V,10.0,BeB Cerchio,Ravenna,Italia
Mario Cartello,10.0,BeB 87,Fiumicino,Italia
 dmancini2017,8.0,BeB 87,Fiumicino,Italia
 silverado75,10.0,BeB 87,Fiumicino,Italia
 Vittorio M,10.0,BeB 87,Fiumicino,Italia
 sergioesilvia95,10.0,BeB 87,Fiumicino,Italia
Ivan G,10.0,La Cioca Apartments,Malcesine,Italia
 Phynny,10.0,La Cioca Apartments,Malcesine,Italia
 Sissy V,10.0,La Cioca Apartments,Malcesine,Italia
 ScotlandChez,10.0,La Cioca Apartments,Malcesine,Italia
 windrumw,10.0,La Cioca Apartments,Malcesine,Italia
Gnam,10.0,Tenuta Martinelli,Monopoli,Italia
 Iolanda F,10.0,Tenuta Martinelli,Monopoli,Italia
 ascartezzini63,10.0,Tenuta Martinelli,Monopoli,Italia
 Pollo1975,10.0,Tenuta Martinelli,Monopoli,Italia
 CatiaCarloni,10.0,Tenuta Martinelli,Monopoli,Italia
Le Joli Monde Asd Aps,10.0,B&B Le Fate,Lazise,Italia
 Rossrobe,8.0,B&B Le Fate,Lazise,Italia
 Elychan,10.0,B&B Le Fate,Lazise,Italia
 nicolabuosi,10.0,B&B Le Fate,Lazise,Italia
 Nebbiolo B,8.0,B&B Le Fate,Lazise,Italia
Sandro S,8.0,A casa di Maria Grazia,Corso Vittorio Emanuele 109,Italia
 Cosmopolitan637028,10.0,A casa di Maria Grazia,Corso Vittorio Emanuele 109,Italia
 Goffredo D,4.0,A casa di Maria Grazia,Corso Vittorio Emanuele 109,Italia
 eusebiu81,10.0,A casa di Maria Grazia,Corso Vittorio Emanuele 109,Italia
Daniele D,10.0,Agriturismo Case Nativo, Modica,Italia
 Gianluigi C,8.0,Agriturismo Case Nativo, Modica,Italia
 shanRoma,4.0,Agriturismo Case Nativo, Modica,Italia
 Marieddu,10.0,Agriturismo Case Nativo, Modica,Italia
 Enrica M,8.0,Agriturismo Case Nativo, Modica,Italia
Sofia P,2.0,Casa Oca,Ferrara,Italia
 bruna g,2.0,Casa Oca,Ferrara,Italia
 BettyBump,6.0,Casa Oca,Ferrara,Italia
 tullia r,8.0,Casa Oca,Ferrara,Italia
 Francesco D,2.0,Casa Oca,Ferrara,Italia
frejn a,10.0,Hostel Sa Cussorja, Olbia,Italia
Andrea M,2.0,Hotel Royal, Olbia,Italia
 WOLFROKS,2.0,Hotel Royal, Olbia,Italia
 Val G,4.0,Hotel Royal, Olbia,Italia
 Sara D,8.0,Hotel Royal, Olbia,Italia
 kuros81,2.0,Hotel Royal, Olbia,Italia
Neus C,10.0,Ramé Suites,Bergamo,Italia
 Giuseppe,6.0,Ramé Suites,Bergamo,Italia
 Lavivi,10.0,Ramé Suites,Bergamo,Italia
excelsior112,2.0,Hotel Reginella, 80061 Sant'Agata sui Due Golfi,Italia
 Andrea Casa,10.0,Hotel Reginella, 80061 Sant'Agata sui Due Golfi,Italia
 EsXtra,10.0,Hotel Reginella, 80061 Sant'Agata sui Due Golfi,Italia
 UWtravel,6.0,Hotel Reginella, 80061 Sant'Agata sui Due Golfi,Italia
 pablo p,8.0,Hotel Reginella, 80061 Sant'Agata sui Due Golfi,Italia
enrico a,8.0,R&B Un Mondo a Colori,Ferrara,Italia
Cylla92,4.0,Altavilla B&B,Via Salita Colonna SNC,Italia
 Fede1789,2.0,Altavilla B&B,Via Salita Colonna SNC,Italia
 Romahunky,8.0,Altavilla B&B,Via Salita Colonna SNC,Italia
 Jlenia L,2.0,Altavilla B&B,Via Salita Colonna SNC,Italia
 Cix_To,8.0,Altavilla B&B,Via Salita Colonna SNC,Italia
Morcelooo,10.0,Agriturismo Valsugana, 58100 Alberese,Italia
 tispy,2.0,Agriturismo Valsugana, 58100 Alberese,Italia
 rossanot69,6.0,Agriturismo Valsugana, 58100 Alberese,Italia
 Maru016,10.0,Agriturismo Valsugana, 58100 Alberese,Italia
vicarioma,10.0,Ospitalità del Conte Hotel e SPA, Olbia,Italia
 irenesardegna,4.0,Ospitalità del Conte Hotel e SPA, Olbia,Italia
 Alessia,10.0,Ospitalità del Conte Hotel e SPA, Olbia,Italia
 66gibi,10.0,Ospitalità del Conte Hotel e SPA, Olbia,Italia
 Pierre68,6.0,Ospitalità del Conte Hotel e SPA, Olbia,Italia
Gianluca73Pe,10.0,B&B Federica,Ugento,Italia
D. R.,2.0,HB Le suites del Giardino,Taranto,Italia
 Rita28FG,10.0,HB Le suites del Giardino,Taranto,Italia
DuranteVG,8.0,B&B Messina Inn, Messina,Italia
 Ct m,8.0,B&B Messina Inn, Messina,Italia
 N03Ml,8.0,B&B Messina Inn, Messina,Italia
 miki_pr,4.0,B&B Messina Inn, Messina,Italia
 orange1966,8.0,B&B Messina Inn, Messina,Italia
ambra n,10.0,Hotel Gardenia,Marina,Italia
 Roshel,10.0,Hotel Gardenia,Marina,Italia
 Cristina M,10.0,Hotel Gardenia,Marina,Italia
 Giuseppe V,6.0,Hotel Gardenia,Marina,Italia
 jjjstu,8.0,Hotel Gardenia,Marina,Italia
Solly M,8.0,Casa Baradello,Como,Italia
sognatricediviaggi87,10.0,La Fenice,Montepulciano,Italia
 Chiara C,10.0,La Fenice,Montepulciano,Italia
 Daniele R,10.0,La Fenice,Montepulciano,Italia
 Barbetta C,10.0,La Fenice,Montepulciano,Italia
 Elena R,10.0,La Fenice,Montepulciano,Italia
michele leardini,10.0,Di Giovanni, 30028 Bibione,Italia
 Marco L,6.0,Di Giovanni, 30028 Bibione,Italia
 romy98,6.0,Di Giovanni, 30028 Bibione,Italia
 boop87,8.0,Di Giovanni, 30028 Bibione,Italia
 BlondPower,8.0,Di Giovanni, 30028 Bibione,Italia
Peitsa J,10.0,Case Vacanze Di Isabella Stoia, 98035 Giardini Naxos,Italia
glovero2018,10.0,Hotel Belvedere & Tre Re, Capri,Italia
 arce2013,8.0,Hotel Belvedere & Tre Re, Capri,Italia
 Dani-Pianese,10.0,Hotel Belvedere & Tre Re, Capri,Italia
 SienaTartufi,10.0,Hotel Belvedere & Tre Re, Capri,Italia
 Silvia A,10.0,Hotel Belvedere & Tre Re, Capri,Italia
Leslie N,10.0,Agriturismo Sant'Egidio,Cortona,Italia
 Jessica G,10.0,Agriturismo Sant'Egidio,Cortona,Italia
 Frank_Mioli,10.0,Agriturismo Sant'Egidio,Cortona,Italia
 VALERIA M,10.0,Agriturismo Sant'Egidio,Cortona,Italia
 VANIA S,10.0,Agriturismo Sant'Egidio,Cortona,Italia
signornuvola,10.0,L'Altra Modica, Modica,Italia
 Carmela M,10.0,L'Altra Modica, Modica,Italia
 Peppe V,10.0,L'Altra Modica, Modica,Italia
 giorgiopau,10.0,L'Altra Modica, Modica,Italia
 Liliana C,10.0,L'Altra Modica, Modica,Italia
PAOLA F,10.0,Appartamenti Le Due Ruote, 58100 Alberese,Italia
Lauretta B,10.0,Appartements Businelli, Lignano Sabbiadoro,Italia
 creatic1,8.0,Appartements Businelli, Lignano Sabbiadoro,Italia
Ilaria B,4.0,Il Guardiano del Faro,Gaeta,Italia
 Gaetank S,10.0,Il Guardiano del Faro,Gaeta,Italia
 Albano V,10.0,Il Guardiano del Faro,Gaeta,Italia
 Matteogiusti,6.0,Il Guardiano del Faro,Gaeta,Italia
 Claudio F,10.0,Il Guardiano del Faro,Gaeta,Italia
spily72,10.0,Tenuta Vigna Corallo,Otranto,Italia
 Eugenio V,10.0,Tenuta Vigna Corallo,Otranto,Italia
 roby,10.0,Tenuta Vigna Corallo,Otranto,Italia
 Elisa T,10.0,Tenuta Vigna Corallo,Otranto,Italia
 Roberto P,10.0,Tenuta Vigna Corallo,Otranto,Italia
Matteo,10.0,Home Village B&B,Vico Farinella 37,Italia
 giangiolo,10.0,Home Village B&B,Vico Farinella 37,Italia
 Valentina T,10.0,Home Village B&B,Vico Farinella 37,Italia
 jonessb1,10.0,Home Village B&B,Vico Farinella 37,Italia
 FirmfriendsLondon,10.0,Home Village B&B,Vico Farinella 37,Italia
Adèle M,10.0,Relais Grottone,Ostuni,Italia
 Daniele C,10.0,Relais Grottone,Ostuni,Italia
 Patrizia I,10.0,Relais Grottone,Ostuni,Italia
 Michela,10.0,Relais Grottone,Ostuni,Italia
Giuseppe P,10.0,21mq Suite Home,Ostuni,Italia
 Ruggiero Panda ... S,10.0,21mq Suite Home,Ostuni,Italia
 Robi,2.0,21mq Suite Home,Ostuni,Italia
 Ins95,10.0,21mq Suite Home,Ostuni,Italia
 Giuseppe C,10.0,21mq Suite Home,Ostuni,Italia
Jenny M,10.0,Appartamenti Villa Verdi,Merano,Italia
 Andre1904,10.0,Appartamenti Villa Verdi,Merano,Italia
 Fabiola Q,10.0,Appartamenti Villa Verdi,Merano,Italia
 Christian H,8.0,Appartamenti Villa Verdi,Merano,Italia
 eSWeWeI,10.0,Appartamenti Villa Verdi,Merano,Italia
Francesca L,8.0,Duchessa Isabella Hotel & SPA,Ferrara,Italia
 Giuliano T,8.0,Duchessa Isabella Hotel & SPA,Ferrara,Italia
 giomont440,6.0,Duchessa Isabella Hotel & SPA,Ferrara,Italia
 Massimo C,6.0,Duchessa Isabella Hotel & SPA,Ferrara,Italia
 Claudio B,6.0,Duchessa Isabella Hotel & SPA,Ferrara,Italia
MarS,4.0,Al Santuario, Marsala,Italia
Alessandro Surico,4.0,Hotel Villa dei Platani,Marina,Italia
 Nona,2.0,Hotel Villa dei Platani,Marina,Italia
 the fly bear,6.0,Hotel Villa dei Platani,Marina,Italia
 A.B,10.0,Hotel Villa dei Platani,Marina,Italia
 Cassandra,6.0,Hotel Villa dei Platani,Marina,Italia
intro27,4.0,Hotel Capri, 30028 Bibione,Italia
 mcboeck,6.0,Hotel Capri, 30028 Bibione,Italia
Tonino,10.0,B&B Antica Dimora,Nardo,Italia
 ilgrandefrankede,10.0,B&B Antica Dimora,Nardo,Italia
 massim02017,10.0,B&B Antica Dimora,Nardo,Italia
 Reyan M,10.0,B&B Antica Dimora,Nardo,Italia
 aleber2015,10.0,B&B Antica Dimora,Nardo,Italia
WhiteCamel,6.0,Bed&Breakfast David Lawrence, Taormina,Italia
dadonodari,10.0,Agriturismo San Gallo,Montepulciano,Italia
 Alex72_Oderzo,10.0,Agriturismo San Gallo,Montepulciano,Italia
 Berto79,10.0,Agriturismo San Gallo,Montepulciano,Italia
 milano757,10.0,Agriturismo San Gallo,Montepulciano,Italia
 ostruisco,10.0,Agriturismo San Gallo,Montepulciano,Italia
FRANCESCO G,10.0,Tre Agavi,Ligure,Italia
 Gianna A,10.0,Tre Agavi,Ligure,Italia
 nadiejda1910,10.0,Tre Agavi,Ligure,Italia
 lombardoLombardia,10.0,Tre Agavi,Ligure,Italia
 Tete1981,8.0,Tre Agavi,Ligure,Italia
kafkafranz71,8.0,Monti B&B,Via San Marco 64,Italia
 Pinco P,10.0,Monti B&B,Via San Marco 64,Italia
 Bruno D,10.0,Monti B&B,Via San Marco 64,Italia
 volpe72,8.0,Monti B&B,Via San Marco 64,Italia
 NenaViaggiatrice,10.0,Monti B&B,Via San Marco 64,Italia
Marco P,10.0,Antica Nauna,Nardo,Italia
 Rachele1997,4.0,Antica Nauna,Nardo,Italia
 Greta,4.0,Antica Nauna,Nardo,Italia
 Daniele L,10.0,Antica Nauna,Nardo,Italia
 Sab27Svizzera,8.0,Antica Nauna,Nardo,Italia
Marco B,10.0,Piz Seteur,Gardena,Italia
 Boari B,10.0,Piz Seteur,Gardena,Italia
 Siro T,10.0,Piz Seteur,Gardena,Italia
 brunocro,10.0,Piz Seteur,Gardena,Italia
 Marta C,10.0,Piz Seteur,Gardena,Italia
Stefania T,10.0,Case Vacanze Pietragrande, 89866 San Nicolo,Italia
 altrui e,6.0,Case Vacanze Pietragrande, 89866 San Nicolo,Italia
 Lara B,10.0,Case Vacanze Pietragrande, 89866 San Nicolo,Italia
 Antonella P,10.0,Case Vacanze Pietragrande, 89866 San Nicolo,Italia
 TourTravel82,10.0,Case Vacanze Pietragrande, 89866 San Nicolo,Italia
Fiore C,10.0,Lenisa al 5 B&B,Trento,Italia
 kadibe87,10.0,Lenisa al 5 B&B,Trento,Italia
 Vittore F,10.0,Lenisa al 5 B&B,Trento,Italia
memmuccina,8.0,Villa Ambrosia,Castellabate,Italia
 vito michele a,10.0,Villa Ambrosia,Castellabate,Italia
 Linda F,10.0,Villa Ambrosia,Castellabate,Italia
 caomao,4.0,Villa Ambrosia,Castellabate,Italia
 Giulia V,10.0,Villa Ambrosia,Castellabate,Italia
Mihaela S,10.0,Agriturismo Masseria Lo Sperone,Ostuni,Italia
 Alessia S,10.0,Agriturismo Masseria Lo Sperone,Ostuni,Italia
 ElisaR1972,8.0,Agriturismo Masseria Lo Sperone,Ostuni,Italia
 drcinzia,8.0,Agriturismo Masseria Lo Sperone,Ostuni,Italia
 Lara S,10.0,Agriturismo Masseria Lo Sperone,Ostuni,Italia
Daria G,8.0,Villaggio Sole B, 30028 Bibione,Italia
 Susa05,8.0,Villaggio Sole B, 30028 Bibione,Italia
 Franzi6987,8.0,Villaggio Sole B, 30028 Bibione,Italia
 Marika M,10.0,Villaggio Sole B, 30028 Bibione,Italia
 mertz0405,6.0,Villaggio Sole B, 30028 Bibione,Italia
mokym76,2.0,Oasi dei Pini,Via Idro,Italia
 Fabio R,6.0,Oasi dei Pini,Via Idro,Italia
 tommaso s,2.0,Oasi dei Pini,Via Idro,Italia
 maframi,2.0,Oasi dei Pini,Via Idro,Italia
 Teodorico F,8.0,Oasi dei Pini,Via Idro,Italia
FrancescaFrancy_1,8.0,Agriturismo Volta di Sacco,Grosseto,Italia
 Roberto B,8.0,Agriturismo Volta di Sacco,Grosseto,Italia
 Roberta M,10.0,Agriturismo Volta di Sacco,Grosseto,Italia
 Linda,10.0,Agriturismo Volta di Sacco,Grosseto,Italia
 margherita19661988,10.0,Agriturismo Volta di Sacco,Grosseto,Italia
Alessandro F,8.0,Hotel Residence ALPA,Calabria,Italia
 Raffaele T,10.0,Hotel Residence ALPA,Calabria,Italia
 Duncan64,8.0,Hotel Residence ALPA,Calabria,Italia
 ErnestoRG,10.0,Hotel Residence ALPA,Calabria,Italia
 Sirjo61,8.0,Hotel Residence ALPA,Calabria,Italia
Daniil K,10.0,Pensione Pandora,Marina,Italia
 Viaggiatore A,10.0,Pensione Pandora,Marina,Italia
 Michela C,8.0,Pensione Pandora,Marina,Italia
 dvichi73,10.0,Pensione Pandora,Marina,Italia
Giacomo L,6.0,Le Camere Di Paolino,Manciano,Italia
 carminerom,6.0,Le Camere Di Paolino,Manciano,Italia
 Trip133746,8.0,Le Camere Di Paolino,Manciano,Italia
 Buscetta81,8.0,Le Camere Di Paolino,Manciano,Italia
 Gretap77,10.0,Le Camere Di Paolino,Manciano,Italia
Stefano C,10.0,Al Giardino Del Nespolo,Via Aia 11,Italia
 Geppo50,10.0,Al Giardino Del Nespolo,Via Aia 11,Italia
 SuperBlazini,8.0,Al Giardino Del Nespolo,Via Aia 11,Italia
usseglio,10.0,Hotel Canasta, Capri,Italia
 Daniela M,10.0,Hotel Canasta, Capri,Italia
 Domperidone,10.0,Hotel Canasta, Capri,Italia
 Raffaella Giann... P,8.0,Hotel Canasta, Capri,Italia
 Gabry M,8.0,Hotel Canasta, Capri,Italia
Alessandro,10.0,Hotel Benacus,Lazise,Italia
 CLAUDIA C,8.0,Hotel Benacus,Lazise,Italia
 laura_96TM,2.0,Hotel Benacus,Lazise,Italia
 Marco C,10.0,Hotel Benacus,Lazise,Italia
 Stephany A,10.0,Hotel Benacus,Lazise,Italia
FinalmenteFuori,6.0,Il Giardino di Ariosto,Padova,Italia
 Erica C,2.0,Il Giardino di Ariosto,Padova,Italia
 iviconte,10.0,Il Giardino di Ariosto,Padova,Italia
 Caterina U,2.0,Il Giardino di Ariosto,Padova,Italia
 Mia G,8.0,Il Giardino di Ariosto,Padova,Italia
Cristina,2.0,Hotel B&B Nuovo Paradiso 3,Terme,Italia
